"","year","agency_code","ALL","AS7","BL7","EDS","ELS","FEM","HI7","MALE","MU7","SWD","WH7","AM7","NEDS","NSWD"
"1852",2021,"380LEA",337,NA,NA,0.388724035608309,NA,0.42433234421365,0.0415430267062315,0.57566765578635,NA,0.136498516320475,0.810089020771513,0.13353115727003,0.611275964391691,0.863501483679525
"1853",2021,"390321",69,NA,NA,0.507246376811594,NA,0.63768115942029,NA,0.36231884057971,NA,NA,0.753623188405797,NA,0.492753623188406,0.869565217391304
"1854",2021,"390322",562,NA,0.295373665480427,0.46085409252669,0.0854092526690391,0.411032028469751,0.348754448398576,0.588967971530249,0.0462633451957295,0.183274021352313,0.304270462633452,NA,0.53914590747331,0.816725978647687
"1855",2021,"390323",207,NA,0.294685990338164,0.236714975845411,NA,0.671497584541063,0.188405797101449,0.328502415458937,NA,NA,0.492753623188406,NA,0.763285024154589,0.975845410628019
"1856",2021,"390324",516,NA,0.593023255813954,0.558139534883721,0.0232558139534884,0.439922480620155,0.102713178294574,0.560077519379845,0.0562015503875969,0.162790697674419,0.242248062015504,NA,0.441860465116279,0.837209302325581
"1857",2021,"390352",575,NA,0.285217391304348,0.35304347826087,0.0347826086956522,0.467826086956522,0.173913043478261,0.532173913043478,0.0504347826086957,0.154782608695652,0.485217391304348,NA,0.64695652173913,0.845217391304348
"1858",2021,"390LEA",1932,NA,0.365424430641822,0.432712215320911,0.041407867494824,0.471014492753623,0.202898550724638,0.528985507246377,0.0491718426501035,0.150103519668737,0.377329192546584,NA,0.567287784679089,0.849896480331263
"1859",2021,"39A000",322,NA,0.111801242236025,0.0683229813664596,NA,0.456521739130435,0.0993788819875776,0.543478260869565,0.102484472049689,0.118012422360248,0.680124223602484,NA,0.93167701863354,0.881987577639752
"1860",2021,"39B000",197,NA,0.152284263959391,0.0761421319796954,NA,0.50761421319797,NA,0.49238578680203,0.0558375634517767,NA,0.720812182741117,NA,0.923857868020305,0.954314720812183
"1861",2021,"400308",713,NA,0.443197755960729,0.457223001402525,0.0645161290322581,0.438990182328191,0.286115007012623,0.561009817671809,0.0238429172510519,0.0799438990182328,0.242636746143057,NA,0.542776998597475,0.920056100981767
"1862",2021,"400315",132,NA,0.196969696969697,0.310606060606061,NA,0.734848484848485,0.378787878787879,0.265151515151515,NA,NA,0.386363636363636,NA,0.689393939393939,0.984848484848485
"1863",2021,"400LEA",845,NA,0.404733727810651,0.434319526627219,0.0591715976331361,0.485207100591716,0.300591715976331,0.514792899408284,0.021301775147929,0.0698224852071006,0.26508875739645,NA,0.565680473372781,0.930177514792899
"1864",2021,"410319",558,0.0824372759856631,0.629032258064516,0.586021505376344,0.114695340501792,0.476702508960573,0.152329749103943,0.523297491039427,0.0555555555555556,0.150537634408602,0.0734767025089606,NA,0.413978494623656,0.849462365591398
"1865",2021,"410326",30,NA,0.7,0.7,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"1866",2021,"410355",1008,0.0267857142857143,0.788690476190476,0.511904761904762,0.0972222222222222,0.532738095238095,0.12797619047619,0.467261904761905,0.0357142857142857,0.158730158730159,0.0188492063492063,NA,0.488095238095238,0.841269841269841
"1867",2021,"410358",973,0.0503597122302158,0.528263103802672,0.460431654676259,0.0606372045220966,0.477903391572456,0.183967112024666,0.522096608427544,0.0462487153134635,0.1551901336074,0.18705035971223,NA,0.539568345323741,0.8448098663926
"1868",2021,"410390",27,NA,0.592592592592593,0.407407407407407,NA,0.703703703703704,NA,NA,NA,NA,NA,NA,0.592592592592593,0.962962962962963
"1869",2021,"410391",130,NA,0.261538461538462,0.315384615384615,NA,0.669230769230769,0.161538461538462,0.330769230769231,NA,NA,0.453846153846154,NA,0.684615384615385,0.953846153846154
"1870",2021,"410394",1388,0.0403458213256484,0.388328530259366,0.381123919308357,0.0576368876080692,0.507204610951009,0.0886167146974063,0.492795389048991,0.0389048991354467,0.0871757925072046,0.443804034582133,NA,0.618876080691643,0.912824207492795
"1871",2021,"410395",141,0.574468085106383,NA,0.106382978723404,NA,0.531914893617021,NA,0.468085106382979,NA,NA,0.297872340425532,NA,0.893617021276596,1
"1872",2021,"410398",85,NA,0.376470588235294,0.435294117647059,0.988235294117647,0.447058823529412,0.517647058823529,0.552941176470588,NA,NA,NA,NA,0.564705882352941,1
"1873",2021,"410399",166,0.0662650602409639,0.55421686746988,0.301204819277108,NA,0.548192771084337,0.156626506024096,0.451807228915663,NA,0.126506024096386,0.168674698795181,NA,0.698795180722892,0.873493975903614
"1874",2021,"410401",197,NA,0.451776649746193,0.304568527918782,NA,0.50253807106599,0.243654822335025,0.49746192893401,0.0558375634517767,0.065989847715736,0.187817258883249,NA,0.695431472081218,0.934010152284264
"1875",2021,"410406",843,0.0984578884934757,0.405693950177936,0.478054567022539,0.118623962040332,0.520759193357058,0.28232502965599,0.479240806642942,0.0415183867141162,0.157769869513642,0.164887307236062,NA,0.521945432977461,0.842230130486358
"1876",2021,"410407",117,NA,0.512820512820513,0.376068376068376,0.094017094017094,0.461538461538462,0.290598290598291,0.538461538461538,NA,0.162393162393162,0.0854700854700855,NA,0.623931623931624,0.837606837606838
"1877",2021,"410408",167,0.0598802395209581,0.48502994011976,0.538922155688623,NA,0.538922155688623,0.18562874251497,0.461077844311377,0.0958083832335329,NA,0.173652694610778,NA,0.461077844311377,0.958083832335329
"1878",2021,"410458",27,NA,0.555555555555556,0.555555555555556,NA,NA,NA,0.666666666666667,NA,1,NA,NA,0.444444444444444,NA
"1879",2021,"410483",125,NA,0.896,0.456,NA,NA,NA,1,NA,0.144,NA,NA,0.544,0.856
"1880",2021,"410484",708,NA,0.56638418079096,0.411016949152542,0.0409604519774011,0.466101694915254,0.206214689265537,0.533898305084746,0.0395480225988701,0.185028248587571,0.176553672316384,NA,0.588983050847458,0.814971751412429
"1881",2021,"410489",978,0.0316973415132924,0.18200408997955,0.149284253578732,0.0132924335378323,0.492842535787321,0.0940695296523517,0.507157464212679,0.0398773006134969,0.107361963190184,0.649284253578732,NA,0.850715746421268,0.892638036809816
"1882",2021,"410490",995,0.085427135678392,0.108542713567839,0.117587939698492,0.0241206030150754,0.469346733668342,0.120603015075377,0.530653266331658,0.0261306532663317,0.109547738693467,0.65427135678392,NA,0.882412060301508,0.890452261306533
"1883",2021,"410508",1443,0.0436590436590437,0.441441441441441,0.412335412335412,0.0561330561330561,0.51975051975052,0.142065142065142,0.48024948024948,0.0388080388080388,0.111573111573112,0.329175329175329,NA,0.587664587664588,0.888426888426888
"1884",2021,"410529",902,0.11529933481153,0.355875831485588,0.425720620842572,0.0565410199556541,0.48780487804878,0.175166297117517,0.51219512195122,0.0598669623059867,0.0920177383592018,0.289356984478936,NA,0.574279379157428,0.907982261640798
"1885",2021,"410544",938,0.0479744136460554,0.502132196162047,0.515991471215352,0.151385927505331,0.498933901918977,0.377398720682303,0.501066098081023,0.0362473347547974,0.173773987206823,0.0298507462686567,NA,0.484008528784648,0.826226012793177
"1886",2021,"410545",236,0.0932203389830508,0.495762711864407,0.538135593220339,NA,0.728813559322034,0.36864406779661,0.271186440677966,NA,0.0635593220338983,NA,NA,0.461864406779661,0.936440677966102
"1887",2021,"410547",1133,0.0203000882612533,0.313327449249779,0.294792586054722,0.0194174757281553,0.443071491615181,0.0962047661076787,0.556928508384819,0.0458958517210944,0.151809355692851,0.518976169461606,NA,0.705207413945278,0.848190644307149
"1888",2021,"410556",773,0.0866752910737387,0.36869340232859,0.529107373868047,0.0905562742561449,0.514877102199224,0.29366106080207,0.485122897800776,0.0349288486416559,0.111254851228978,0.203104786545925,0.0129366106080207,0.470892626131953,0.888745148771022
"1889",2021,"410562",1354,0.0960118168389956,0.388478581979321,0.34711964549483,0.068685376661743,0.506646971935007,0.135155096011817,0.493353028064993,0.0494830132939439,0.0908419497784343,0.330871491875923,NA,0.65288035450517,0.909158050221566
"1890",2021,"410569",139,0.23021582733813,0.345323741007194,0.237410071942446,NA,0.41726618705036,NA,0.58273381294964,0.079136690647482,NA,0.302158273381295,NA,0.762589928057554,1
"1891",2021,"410579",190,0.068421052631579,0.684210526315789,0.342105263157895,NA,0.594736842105263,0.110526315789474,0.405263157894737,NA,NA,0.0947368421052632,NA,0.657894736842105,0.968421052631579
"1892",2021,"410589",279,0.043010752688172,0.218637992831541,0.175627240143369,NA,0.648745519713262,0.100358422939068,0.351254480286738,0.0573476702508961,0.043010752688172,0.580645161290323,NA,0.824372759856631,0.956989247311828
"1893",2021,"410595",1029,0.0534499514091351,0.438289601554908,0.484936831875607,0.0592808551992225,0.52089407191448,0.215743440233236,0.47910592808552,0.0534499514091351,0.0971817298347911,0.236151603498542,NA,0.515063168124393,0.902818270165209
"1894",2021,"410LEA",17085,0.0633889376646181,0.421071115013169,0.390400936494001,0.0652619256657887,0.502721685689201,0.172022241732514,0.497278314310799,0.042961662276851,0.118993268949371,0.296107696810067,0.00304360550190225,0.609599063505999,0.881006731050629
"1895",2021,"41F000",254,0.0669291338582677,0.511811023622047,0.291338582677165,0.0748031496062992,0.44488188976378,0.267716535433071,0.55511811023622,0.0511811023622047,0.141732283464567,0.102362204724409,NA,0.708661417322835,0.858267716535433
"1896",2021,"41G000",332,NA,0.0963855421686747,0.0451807228915663,NA,0.5,0.0542168674698795,0.5,0.0542168674698795,0.0813253012048193,0.771084337349398,NA,0.954819277108434,0.918674698795181
"1897",2021,"41H000",109,NA,0.908256880733945,0.568807339449541,NA,0.504587155963303,NA,0.495412844036697,NA,0.137614678899083,NA,NA,0.431192660550459,0.862385321100917
"1898",2021,"41K000",328,NA,0.579268292682927,0.36890243902439,0.0335365853658537,0.521341463414634,0.143292682926829,0.478658536585366,0.0792682926829268,0.182926829268293,0.192073170731707,NA,0.63109756097561,0.817073170731707
"1899",2021,"420346",172,NA,0.825581395348837,0.633720930232558,NA,0.377906976744186,NA,0.622093023255814,NA,0.226744186046512,NA,0.0988372093023256,0.366279069767442,0.773255813953488
"1900",2021,"420358",93,NA,0.946236559139785,0.698924731182796,NA,0.419354838709677,NA,0.580645161290323,NA,0.182795698924731,NA,NA,0.301075268817204,0.817204301075269
"1901",2021,"420380",85,NA,0.788235294117647,0.505882352941176,NA,0.694117647058824,NA,0.305882352941176,NA,NA,NA,0.129411764705882,0.494117647058824,1
"1902",2021,"420LEA",350,NA,0.848571428571429,0.62,NA,0.465714285714286,NA,0.534285714285714,NA,0.16,0.0314285714285714,0.0857142857142857,0.38,0.84
"1903",2021,"421316",617,NA,0.246353322528363,0.549432739059968,0.0453808752025932,0.40194489465154,0.0858995137763371,0.59805510534846,0.0324149108589951,0.149108589951378,0.619124797406807,NA,0.450567260940032,0.850891410048622
"1904",2021,"421336",137,NA,0.262773722627737,0.525547445255474,NA,0.613138686131387,NA,0.386861313868613,NA,NA,0.656934306569343,NA,0.474452554744526,0.970802919708029
"1905",2021,"421LEA",754,0.0172413793103448,0.249336870026525,0.545092838196287,0.0371352785145889,0.440318302387268,0.0742705570291777,0.559681697612732,0.0291777188328912,0.127320954907162,0.625994694960212,NA,0.454907161803714,0.872679045092838
"1906",2021,"422310",121,NA,0.909090909090909,0.421487603305785,NA,0.735537190082645,NA,0.264462809917355,NA,NA,NA,NA,0.578512396694215,1
"1907",2021,"422315",120,NA,0.933333333333333,0.608333333333333,NA,0.408333333333333,NA,0.591666666666667,NA,0.183333333333333,NA,NA,0.391666666666667,0.816666666666667
"1908",2021,"422LEA",241,NA,0.921161825726141,0.514522821576763,NA,0.572614107883817,NA,0.427385892116183,0.0539419087136929,0.0912863070539419,NA,NA,0.485477178423237,0.908713692946058
"1909",2021,"42B000",19,NA,NA,NA,NA,0.631578947368421,NA,NA,NA,NA,0.631578947368421,NA,0.684210526315789,0.842105263157895
"1910",2021,"430341",115,NA,0.382608695652174,0.356521739130435,NA,0.721739130434783,0.269565217391304,0.278260869565217,NA,NA,0.278260869565217,NA,0.643478260869565,1
"1911",2021,"430345",68,NA,0.661764705882353,0.676470588235294,NA,0.308823529411765,0.191176470588235,0.691176470588235,NA,0.25,NA,NA,0.323529411764706,0.75
